"Animal","symptoms1","symptoms2","symptoms3","symptoms4","symptoms5","Dangerous","Gender","Age"
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",19
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",1
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",22
"sheep","Tremor ","Viability","Coughing","Anorexia","Weight Loss","Yes","Female",10
"goat","Swelling of udder","change in milk","Swollen","Tender to touch","Pain","Yes","Male",11
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",3
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",4
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",27
"donkey","difficulty swallowing","cough ","difficulty swallowing","gasping for air","extending its neck","Yes","Female",23
"duck","Extreme thirst","bloody discharge","Loss of appetite","inability to fly","loss of wariness","Yes","Female",1
"duck","Upset stomach","Diarrhea","Coughing","Weight loss","Anaemia","Yes","Male",3
"sheep","Swollen","Testical Pain","Itches","Bloody discharge","Tenderness","Yes","Female",7
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",7
"pigs","Fever","Dullness","Dullness","Skin Rashes","Pains","Yes","Male",14
"buffaloes","Watering of eyes","Redness of white of the eye","Swelling of eyelid","Cornea become cloudy","Tear production","Yes","Female",1
"fowl","Fever","Diarrhea","Muscle weakness","Muscle pain","Abdonormal discomfort","Yes","Female",5
"buffaloes","Fever","Difficulty breathing","Thrist and urination","Lethargy","Sneezing","Yes","Male",9
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",1
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",20
"sheep","Smell of ammonia","Ulcer","Depression","Swelling","Pains","Yes","Male",2
"buffaloes","Puffed_up Feather","Less Eat","Headache","Half-closed eye","Seizures","Yes","Male",6
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",26
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",4
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",29
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",1
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",17
"duck","difficulty swallowing","cough ","difficulty swallowing","gasping for air","extending its neck","Yes","Female",5
"sheep","lllthrift","Bottle jaw","Strange behaviour","Aneamia","Jaundice","Yes","Male",7
"chicken","Difficulty in feeding","Preening","Weakness","Beak overgrowth","Anemia","Yes","Female",5
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",3
"buffaloes","Fever","Death","Coughing","Weight loss","Nasal Discharge","Yes","Male",18
"duck","Bloody Urine","Diffculty breathing","Vomiting","Weight loss","Anorexia","Yes","Female",2
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",2
"donkey","Eye redness","Frequent eye Infections","Crusty eye lashes and matting of eyelashes","foul smelling stools"," increased passing gas","Yes","Female",30
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",5
"buffaloes","Fluffed Feather","Loss of appetite","Coughing","Vomiting","Snoring","Yes","Male",17
"buffaloes","Head tilt","Circling","Muscles ache","Blindness","Seizures","Yes","Female",29
"donkey","extending its neck","gasping for air","gasping for breath","difficulty swallowing","gasping for breath","Yes","Female",5
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",3
"buffaloes","Dyspnea","Sneezing","Coughing","Difficulty in breathing","Infection","Yes","Male",13
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",7
"buffaloes","Watering of eyes","Redness of white of the eye","Swelling of eyelid","Cornea become cloudy","Tear production","Yes","Female",2
"sheep","Tremor ","Viability","Coughing","Anorexia","Weight Loss","Yes","Female",8
"goat","Watering of eyes","Redness of white of the eye","Swelling of eyelid","Cornea become cloudy","Tear production","Yes","Male",14
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",17
"sheep","Fever","Depression","loss of appetite","Loss of appetite","Pains","Yes","Female",8
"hamster","Sickness","Diarrhea","Weight loss","Nausea","Dehydration","Yes","Female",1
"duck","Watering","No appp","Vomiting","Lethargy","Dehydration","Yes","Female",5
"sheep","Spines","Unusally thin","Weakness","Enlarged skulls","Weakness","Yes","Male",4
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",6
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",22
"duck","Ulcers","Diarrhea","Poor Appetite","Tarry Stool","Enlarged lymph nodes","Yes","Male",10
"pigs","lllthrift","Bottle jaw","Strange behaviour","Aneamia","Jaundice","Yes","Female",14
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",4
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",8
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",6
"rabbit","Most often none","Sneezing","Nasal Discharge","Dyspnea","Pain","Yes","Male",4
"sheep","Jaundice","Loss of appetite","Rough Hair coat","Coughing","Death","Yes","Male",10
"buffaloes","fever","loss of appetite","rapid pulse and heart rates","lameness in affected leg","depression","Yes","Female",29
"buffaloes","Emaciation","Difficulty in breathing","Vomiting","Weakness","Diarrhea","Yes","Male",9
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",7
"pigs","Swelling","Loss of appetite","Wool loss","Tears","Death","Yes","Male",7
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",7
"buffaloes","Gastritis","morbidity","Bloody","Mortality","Anemia","Yes","Female",28
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",6
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",1
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",8
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",22
"cattle","Excitability","Nervousness","loss of appetite","Hyper sensitivity","Weakness","Yes","Female",3
"chicken","Lethargy","Loss of appetite","Difficulty in Swallowing","Weakness","Vision Problem","Yes","Female",8
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",5
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",1
"duck","Swollen lymph nodes","Difficulty walking","Back Pain","Lethargy","Vaginal Discharge","Yes","Female",1
"buffaloes","Overweight","Loss of Appetite","Ruffled feathers","Depression","Diarrhea","Yes","Male",29
"fowl","Oedema","Swelling of face or leg","Swelling of neck","Weight loss","Pain","Yes","Female",7
"fowl","Fever","Diarrhea","Vomiting","Stomach cramps","Nausea","Yes","Female",7
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",17
"goat","fever","loss of appetite","rapid pulse and heart rates","lameness in affected leg","depression","Yes","Female",1
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",1
"duck","Greenish-yellow nasal discharge","Lack of pigmentation","Sneezing","Lethargy","Pain on face","Yes","Female",9
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",10
"buffaloes","Sneezing","Epistaxis","Coughing","Difficulty in breathing","Nasal Discharge","No","Female",18
"pigs","Limping","Skin colour change","Flabby","Raw","Sensitive to touch","Yes","Female",14
"sheep","Radip onset","Stiff","Muscle Trembling","Weakness","Death","Yes","Male",10
"buffaloes","Sneezing","Epistaxis","Coughing","Difficulty in breathing","Nasal Discharge","No","Female",11
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",8
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",8
"hamster","Smell","Diarrhea","loss of appetite","Excess sleeping","Folded Ears","Yes","Female",1
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",2
"fowl","Passing of undigested food","Diarrhea","Vomiting","Gas or bloating","Dehydration","Yes","Male",4
"duck","Fever","Seizures","Hydrophobia","Jaw is dropped","Shyness or aggression","Yes","Female",3
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",20
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",5
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",1
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",21
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",24
"donkey","sweating","muscular spasms","thirst","Weight loss","difficulty moving and eating","Yes","Male",8
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",9
"sheep","Fever","Dullness","Relunctance to walk","Infected navels","Pains","Yes","Female",1
"duck","Fever","Difficulty breathing","Thrist and urination","Weight loss","Enlarged lymph nodes or Swelling","Yes","Female",3
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",13
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",1
"sheep","Isolation from flock","Stealing ","Nesting behaviour","Pawing at bedding","Pains","Yes","Female",11
"horse","Fever","Ataxia","Aggressiveness","Depression","Obscure Lameness","Yes","Male",29
"pigs","Fever","Lethargy","Blindness","Inappentence","Increased in breathing","Yes","Female",1
"chicken","Feather Loss","Feather Plucking","Coughing","Itching","Nasal Discharge","Yes","Female",6
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",6
"duck","Loss of eat","Fell unwell","Lethargy","Weight loss","Skin issue","Yes","Male",11
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",12
"pigs","Fever","Lethargy","Blindness","Inappentence","Increased in breathing","Yes","Female",3
"donkey","outstretched neck","dull ness","inappetence","noisy breathing","coughing","Yes","Female",27
"buffaloes","fever","loss of appetite","rapid pulse and heart rates","lameness in affected leg","depression","Yes","Female",21
"buffaloes","Enlarged Thymus","Obstructed Lungs","Lethargy","Skin rashes","Weight loss","Yes","Male",11
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",1
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",9
"fowl","Loss od appetite","Wheezing","Seizuers","Skin rashes","Fatique","Yes","Female",1
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",9
"fowl","Smell","Diarrhea","loss of appetite","Excess sleeping","Folded Ears","Yes","Male",1
"chicken","Undigested in their feces","Loss of Appetite","Loss of pigment","Weakness","Bloody in feather","Yes","Female",8
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",2
"buffaloes","Fever","Rhinorrhea","Coughing","Facial edema","Dyspnea","Yes","Female",15
"goat","Berberi","Wasting","Nervous","Weight loss","Anorexia","Yes","Female",6
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",3
"pigs","Emaciation","Diarrhea","Coughing","Weight loss","Death","Yes","Male",13
"sheep","Swollen Belly","Dullness","Discharge","Urination","Lying down","Yes","Male",6
"pigs","Unsteady Gait","Twitching","Blindness","Swelling on joints","Pains","Yes","Female",7
"duck","Fever","Anoxeria","Weight loss","Lethargy","Pain","Yes","Female",6
"duck","Fever","Respiratory distress","Seizuers","Hyperesthesia","Sudden death","Yes","Female",1
"pigs","Fever","Difficulty in breathing","Rub","Coughing","Sneezing","Yes","Male",2
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",17
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",8
"sheep","Fever","Abortion","Vomiting","Weight loss","Anorexia","Yes","Female",6
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",19
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",6
"fowl","Fever","Chills","Coughing","Progressive weakness","Joint Pain","Yes","Female",9
"hamster","Fever","Ataxia","Aggressiveness","Depression","Obscure Lameness","Yes","Female",2
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",2
"chicken","Lethargy","Loss of appetite","Difficulty in Swallowing","Weakness","Vision Problem","Yes","Female",1
"pigs","Skeleten abnormalities","Facial defects","Hair loss","Flat ribs","Underdeveloped muscles","Yes","Female",13
"duck","Fever","Respiratory distress","Seizuers","Hyperesthesia","Sudden death","Yes","Female",11
"duck","Swelling on leg","Painfull","Nasal Discharge","Broken Bones","Nasal Discharge","Yes","Female",7
"cattle","Fever","Animal become lame","Prostrat","Painfull Swalling","Lameness","Yes","Female",15
"buffaloes","Watery Eyes","Eye closed","Weight loss","Sneezing","Nervous Issue","Yes","Male",18
"cow","loss in weight","emaciation","loss of appetite","Weakness","diarrhoea","Yes","Male",12
"sheep","Fever","Diarrhea","Incoordination","Abortion","Blood Poisioning ","Yes","Female",1
"goat","Gastritis","morbidity","Bloody","Mortality","Anemia","Yes","Female",6
"donkey","difficulty swallowing","cough ","difficulty swallowing","gasping for air","extending its neck","Yes","Female",7
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",19
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",15
"goat","Fever","Reduce growth","Edema in lower jaw","Weight loss","Anemia","Yes","Female",4
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",8
"sheep","Tremors","Lying on the side","Difficulty in Swallowing","Death","Not eating","Yes","Male",3
"pigs","Fever","Loss of appetite","Stumbling","Restlessness","Pains","Yes","Female",5
"duck","Bloody Urine","Diffculty breathing","Vomiting","Weight loss","Anorexia","Yes","Female",1
"cattle","Fluif Faeces on blood and muscle","Sudden Death","Blooody Fluid","Red Diarrhea","Faeces are streake with blood","Yes","Male",12
